number of episodes,average reward/episode
12.666,-3.166574564
12.667,-3.167350805
12.668,-3.165522141
12.669,-3.16566693
12.67,-3.165574935
12.671,-3.16635101
12.672,-3.167126963
12.673,-3.167192678
12.674,-3.168284024
12.675,-3.168270748
12.676,-3.166443165
12.677,-3.166745543
12.678,-3.166890133
12.679,-3.166719243
12.68,-3.166548379
12.681,-3.164879357
12.682,-3.164787511
12.683,-3.164932198
12.684,-3.163184864
12.685,-3.163329655
12.686,-3.163474423
12.687,-3.162358134
12.688,-3.160532745
12.689,-3.15894405
12.69,-3.15688283
12.691,-3.157264419
12.692,-3.157645947
12.693,-3.157712305
12.694,-3.158172509
12.695,-3.15816005
12.696,-3.1577538
12.697,-3.157662624
12.698,-3.157571462
12.699,-3.158267717
12.7,-3.158963861
12.701,-3.159266257
12.702,-3.159096276
12.703,-3.15947733
12.704,-3.15922865
12.705,-3.15740595
12.706,-3.15550484
12.707,-3.155728675
12.708,-3.156267212
12.709,-3.156333596
12.71,-3.155849264
12.711,-3.157567653
12.712,-3.157791237
12.713,-3.157936133
12.714,-3.158002359
12.715,-3.158619063
12.716,-3.158999764
12.717,-3.15914452
12.718,-3.157323689
12.719,-3.157232704
12.72,-3.157849226
12.721,-3.157836818
12.722,-3.157824412
12.723,-3.158283559
12.724,-3.157956778
12.725,-3.157551469
12.726,-3.157931956
12.727,-3.156898177
12.728,-3.155078954
12.729,-3.155538099
12.73,-3.156232818
12.731,-3.157634307
12.732,-3.157621927
12.733,-3.158473378
12.734,-3.157911268
12.735,-3.15821294
12.736,-3.156394755
12.737,-3.156460983
12.738,-3.156841196
12.739,-3.156357928
12.74,-3.15477592
12.741,-3.154842254
12.742,-3.154908577
12.743,-3.155759573
12.744,-3.155747352
12.745,-3.156048957
12.746,-3.156036715
12.747,-3.155867587
12.748,-3.156404424
12.749,-3.155921569
12.75,-3.15410556
12.751,-3.154093476
12.752,-3.153610915
12.753,-3.153912498
12.754,-3.154292434
12.755,-3.15553465
12.756,-3.155365682
12.757,-3.155196739
12.758,-3.154949447
12.759,-3.153369906
12.76,-3.153749706
12.761,-3.155461526
12.762,-3.155762752
12.763,-3.155672203
12.764,-3.15738347
12.765,-3.157371142
12.766,-3.157437143
12.767,-3.15914787
12.768,-3.159840238
12.769,-3.160375881
12.77,-3.16122465
12.771,-3.161055434
12.772,-3.160573084
12.773,-3.161108502
12.774,-3.16109589
12.775,-3.160926738
12.776,-3.161227205
12.777,-3.161684145
12.778,-3.161749746
12.779,-3.161971831
12.78,-3.162037399
12.781,-3.162728837
12.782,-3.162481421
12.783,-3.162781602
12.784,-3.162690653
12.785,-3.163225403
12.786,-3.163134433
12.787,-3.163590866
12.788,-3.163343498
12.789,-3.163408913
12.79,-3.163317958
12.791,-3.1626798
12.792,-3.162510748
12.793,-3.162888854
12.794,-3.163188746
12.795,-3.163332291
12.796,-3.163241385
12.797,-3.164635099
12.798,-3.165012892
12.799,-3.165390625
12.8,-3.165612062
12.801,-3.164427433
12.802,-3.165820511
12.803,-3.16580756
12.804,-3.166419367
12.805,-3.164922692
12.806,-3.165456391
12.807,-3.165365397
12.808,-3.166523538
12.809,-3.167213115
12.81,-3.166029194
12.811,-3.167421168
12.812,-3.167486147
12.813,-3.169033869
12.814,-3.167460008
12.815,-3.167290886
12.816,-3.167902005
12.817,-3.167810891
12.818,-3.167719791
12.819,-3.167550702
12.82,-3.165743702
12.821,-3.165574793
12.822,-3.165795836
12.823,-3.165782907
12.824,-3.166783626
12.825,-3.166926555
12.826,-3.166913542
12.827,-3.167368257
12.828,-3.167433159
12.829,-3.166017147
12.83,-3.166082145
12.831,-3.166225062
12.832,-3.166445882
12.833,-3.166354995
12.834,-3.166497857
12.835,-3.166484886
12.836,-3.16538132
12.837,-3.165290544
12.838,-3.166212322
12.839,-3.166121495
12.84,-3.165719181
12.841,-3.166952188
12.842,-3.167250642
12.843,-3.167081906
12.844,-3.167224601
12.845,-3.16760081
12.846,-3.165953141
12.847,-3.164772727
12.848,-3.165460347
12.849,-3.165992218
12.85,-3.16769123
12.851,-3.167911609
12.852,-3.168209756
12.853,-3.166329547
12.854,-3.166938934
12.855,-3.167081518
12.856,-3.166990744
12.857,-3.167988801
12.858,-3.167820204
12.859,-3.16881804
12.86,-3.170515512
12.861,-3.17221272
12.862,-3.172743528
12.863,-3.172963308
12.864,-3.173493976
12.865,-3.173325043
12.866,-3.17338929
12.867,-3.173764377
12.868,-3.174139405
12.869,-3.173970474
12.87,-3.173801569
12.871,-3.174176507
12.872,-3.174007613
12.873,-3.173838745
12.874,-3.173359223
12.875,-3.174433054
12.876,-3.174497165
12.877,-3.172464668
12.878,-3.172684215
12.879,-3.173214286
12.88,-3.173045571
12.881,-3.173342649
12.882,-3.173406815
12.883,-3.173082894
12.884,-3.173612728
12.885,-3.173599255
12.886,-3.173740979
12.887,-3.174658597
12.888,-3.174645046
12.889,-3.174709077
12.89,-3.173919789
12.891,-3.174604406
12.892,-3.174978671
12.893,-3.17667132
12.894,-3.177510663
12.895,-3.177729529
12.896,-3.178336047
12.897,-3.178399752
12.898,-3.176370261
12.899,-3.176744186
12.9,-3.174715138
12.901,-3.175321656
12.902,-3.175230567
12.903,-3.175371978
12.904,-3.176055792
12.905,-3.177359368
12.906,-3.177733013
12.907,-3.177796715
12.908,-3.178789991
12.909,-3.178621224
12.91,-3.179149562
12.911,-3.178748451
12.912,-3.179354139
12.913,-3.180424346
12.914,-3.18110724
12.915,-3.181170641
12.916,-3.181621119
12.917,-3.183077876
12.918,-3.183450731
12.919,-3.183281734
12.92,-3.183190156
12.921,-3.183717691
12.922,-3.184090381
12.923,-3.184849892
12.924,-3.18344294
12.925,-3.184202383
12.926,-3.185889998
12.927,-3.186185025
12.928,-3.187021425
12.929,-3.187935035
12.93,-3.187765834
12.931,-3.187673987
12.932,-3.187736797
12.933,-3.187722282
12.934,-3.189022033
12.935,-3.187538652
12.936,-3.188219835
12.937,-3.189210079
12.938,-3.189350027
12.939,-3.188176198
12.94,-3.188238931
12.941,-3.188378921
12.942,-3.188750676
12.943,-3.188890606
12.944,-3.189030514
12.945,-3.189324888
12.946,-3.189541979
12.947,-3.1879827
12.948,-3.187890957
12.949,-3.185868726
12.95,-3.185622732
12.951,-3.185917233
12.952,-3.185825677
12.953,-3.185579744
12.954,-3.18602856
12.955,-3.185937018
12.956,-3.187003164
12.957,-3.187297422
12.958,-3.187205803
12.959,-3.186188272
12.96,-3.186713988
12.961,-3.185542355
12.962,-3.185528041
12.963,-3.186207961
12.964,-3.186193598
12.965,-3.186333488
12.966,-3.186241999
12.967,-3.186227637
12.968,-3.18667592
12.969,-3.186507325
12.97,-3.186878421
12.971,-3.186324391
12.972,-3.186695444
12.973,-3.186603977
12.974,-3.187129094
12.975,-3.187114673
12.976,-3.187100254
12.977,-3.188318693
12.978,-3.188227136
12.979,-3.189753467
12.98,-3.191048455
12.981,-3.191187798
12.982,-3.192020334
12.983,-3.192005545
12.984,-3.19045052
12.985,-3.190666872
12.986,-3.190652191
12.987,-3.190714506
12.988,-3.191161752
12.989,-3.191301001
12.99,-3.191132322
12.991,-3.19273399
12.992,-3.193027015
12.993,-3.194012621
12.994,-3.194690265
12.995,-3.194752231
12.996,-3.19496807
12.997,-3.195337744
12.998,-3.196707439
12.999,-3.197076923
13,-3.197523267
13.001,-3.197123519
13.002,-3.198185034
13.003,-3.198246693
13.004,-3.198769704
13.005,-3.199292634
13.006,-3.199431076
13.007,-3.198416359
13.008,-3.198708586
13.009,-3.199385088
13.01,-3.199830912
13.011,-3.199969259
13.012,-3.20041497
13.013,-3.20055325
13.014,-3.200384172
13.015,-3.200445605
13.016,-3.201044788
13.017,-3.201106161
13.018,-3.201321146
13.019,-3.201228879
13.02,-3.199677444
13.021,-3.200046076
13.022,-3.200568225
13.023,-3.201167076
13.024,-3.201228407
13.025,-3.201136189
13.026,-3.201197513
13.027,-3.201335585
13.028,-3.199708343
13.029,-3.200153492
13.03,-3.199831172
13.031,-3.200046041
13.032,-3.200414333
13.033,-3.199478288
13.034,-3.199462984
13.035,-3.20021479
13.036,-3.200276137
13.037,-3.200107378
13.038,-3.201089041
13.039,-3.199693252
13.04,-3.200598114
13.041,-3.200889434
13.042,-3.201564057
13.043,-3.200935296
13.044,-3.201916443
13.045,-3.20205427
13.046,-3.201962137
13.047,-3.201793378
13.048,-3.202007817
13.049,-3.202528736
13.05,-3.202743085
13.051,-3.203187251
13.052,-3.203861181
13.053,-3.203922169
13.054,-3.204902336
13.055,-3.204963235
13.056,-3.204794363
13.057,-3.204855261
13.058,-3.204762999
13.059,-3.205589587
13.06,-3.205267591
13.061,-3.205940897
13.062,-3.206614101
13.063,-3.206981017
13.064,-3.207577497
13.065,-3.205877851
13.066,-3.206244739
13.067,-3.204621977
13.068,-3.20460632
13.069,-3.20558531
13.07,-3.205493076
13.071,-3.205400857
13.072,-3.203396313
13.073,-3.202998317
13.074,-3.202982792
13.075,-3.202967268
13.076,-3.203181158
13.077,-3.202477443
13.078,-3.202385503
13.079,-3.200688073
13.08,-3.200672731
13.081,-3.201116037
13.082,-3.2011771
13.083,-3.201926017
13.084,-3.202445548
13.085,-3.200825309
13.086,-3.200733552
13.087,-3.20025978
13.088,-3.20001528
13.089,-3.200076394
13.09,-3.200061111
13.091,-3.200274977
13.092,-3.200717941
13.093,-3.200702612
13.094,-3.200534555
13.095,-3.200213806
13.096,-3.200580286
13.097,-3.200794014
13.098,-3.200626002
13.099,-3.200534351
13.1,-3.200824365
13.101,-3.200961685
13.102,-3.201404259
13.103,-3.201388889
13.104,-3.201907669
13.105,-3.202197467
13.106,-3.202792401
13.107,-3.203539823
13.108,-3.204515981
13.109,-3.204729214
13.11,-3.205247502
13.111,-3.204164124
13.112,-3.204529856
13.113,-3.203751716
13.114,-3.203812429
13.115,-3.20242452
13.116,-3.202714035
13.117,-3.201021497
13.118,-3.201158625
13.119,-3.20152439
13.12,-3.201661459
13.121,-3.201569883
13.122,-3.201554523
13.123,-3.201996343
13.124,-3.202133333
13.125,-3.202041749
13.126,-3.20255961
13.127,-3.202620353
13.128,-3.201462411
13.129,-3.201294745
13.13,-3.201431726
13.131,-3.201187938
13.132,-3.201096475
13.133,-3.199406122
13.134,-3.19939094
13.135,-3.199604141
13.136,-3.199588947
13.137,-3.199421525
13.138,-3.200015222
13.139,-3.199543379
13.14,-3.19968039
13.141,-3.200121747
13.142,-3.20071521
13.143,-3.199026172
13.144,-3.198934956
13.145,-3.198995892
13.146,-3.198448315
13.147,-3.199269851
13.148,-3.199178645
13.149,-3.199239544
13.15,-3.199224394
13.151,-3.200349757
13.152,-3.201094807
13.153,-3.2016877
13.154,-3.202432535
13.155,-3.202265126
13.156,-3.200653644
13.157,-3.201094391
13.158,-3.200699141
13.159,-3.201291793
13.16,-3.202872122
13.161,-3.202780732
13.162,-3.204436679
13.163,-3.204041325
13.164,-3.204025826
13.165,-3.203858423
13.166,-3.204602415
13.167,-3.204738761
13.168,-3.204571342
13.169,-3.205846621
13.17,-3.205982841
13.171,-3.206574552
13.172,-3.205192439
13.173,-3.205556399
13.174,-3.205540797
13.175,-3.205601093
13.176,-3.203991804
13.177,-3.203976324
13.178,-3.203429699
13.179,-3.203110774
13.18,-3.203171231
13.181,-3.203762707
13.182,-3.203823106
13.183,-3.202063107
13.184,-3.202427
13.185,-3.202639163
13.186,-3.202472132
13.187,-3.202456779
13.188,-3.202062325
13.189,-3.202653525
13.19,-3.202638162
13.191,-3.202622802
13.192,-3.202455848
13.193,-3.202364711
13.194,-3.202576734
13.195,-3.202940285
13.196,-3.201106312
13.197,-3.201015305
13.198,-3.201681946
13.199,-3.200075758
13.2,-3.198469813
13.201,-3.198606272
13.202,-3.199348633
13.203,-3.19940927
13.204,-3.199242711
13.205,-3.200060579
13.206,-3.200499735
13.207,-3.200560267
13.208,-3.200545083
13.209,-3.199091597
13.21,-3.198773749
13.211,-3.198985771
13.212,-3.198667979
13.213,-3.198728621
13.214,-3.19954597
13.215,-3.199152542
13.216,-3.199440115
13.217,-3.199576335
13.218,-3.200620319
13.219,-3.200453858
13.22,-3.198850314
13.221,-3.199213432
13.222,-3.199122741
13.223,-3.199637024
13.224,-3.198109641
13.225,-3.199077574
13.226,-3.198911318
13.227,-3.199198669
13.228,-3.199561569
13.229,-3.197505669
13.23,-3.198019802
13.231,-3.197929262
13.232,-3.198518854
13.233,-3.19918392
13.234,-3.199319985
13.235,-3.199682684
13.236,-3.200045327
13.237,-3.200030216
13.238,-3.200166176
13.239,-3.198867069
13.24,-3.198701004
13.241,-3.198610482
13.242,-3.198670996
13.243,-3.198655995
13.244,-3.198867497
13.245,-3.198852484
13.246,-3.199667849
13.247,-3.199350845
13.248,-3.199713186
13.249,-3.199849057
13.25,-3.199984907
13.251,-3.20087534
13.252,-3.200709273
13.253,-3.199411498
13.254,-3.199321011
13.255,-3.197721786
13.256,-3.198687486
13.257,-3.198823352
13.258,-3.199185459
13.259,-3.199472097
13.26,-3.197571827
13.261,-3.197933947
13.262,-3.198296011
13.263,-3.198507238
13.264,-3.198416887
13.265,-3.198552691
13.266,-3.19966835
13.267,-3.199653301
13.268,-3.199788982
13.269,-3.199773926
13.27,-3.199909577
13.271,-3.19823689
13.272,-3.196413772
13.273,-3.196850987
13.274,-3.197212806
13.275,-3.197122627
13.276,-3.197635008
13.277,-3.198373249
13.278,-3.197981776
13.279,-3.19623494
13.28,-3.19629546
13.281,-3.196280681
13.282,-3.196040051
13.283,-3.195799458
13.284,-3.196085811
13.285,-3.196146319
13.286,-3.196658388
13.287,-3.1967941
13.288,-3.196704041
13.289,-3.194883371
13.29,-3.195169664
13.291,-3.195004514
13.292,-3.194989844
13.293,-3.195200842
13.294,-3.19338097
13.295,-3.194945848
13.296,-3.193276679
13.297,-3.19378854
13.298,-3.194901872
13.299,-3.19481203
13.3,-3.195248478
13.301,-3.195083446
13.302,-3.194918439
13.303,-3.195580277
13.304,-3.196768132
13.305,-3.197129115
13.306,-3.197490043
13.307,-3.195521491
13.308,-3.1955068
13.309,-3.195492111
13.31,-3.196604312
13.311,-3.197040264
13.312,-3.197175693
13.313,-3.197536428
13.314,-3.197296282
13.315,-3.196981075
13.316,-3.197642112
13.317,-3.197702358
13.318,-3.198663563
13.319,-3.199099099
13.32,-3.199234292
13.321,-3.199519592
13.322,-3.1993545
13.323,-3.199864905
13.324,-3.199699812
13.325,-3.199759868
13.326,-3.199969986
13.327,-3.200930372
13.328,-3.20181559
13.329,-3.201875469
13.33,-3.203510614
13.331,-3.202220222
13.332,-3.201830046
13.333,-3.202714864
13.334,-3.2023997
13.335,-3.202909418
13.336,-3.202969183
13.337,-3.204603389
13.338,-3.204288178
13.339,-3.204872564
13.34,-3.205381905
13.341,-3.205966122
13.342,-3.207149816
13.343,-3.206609712
13.344,-3.207493443
13.345,-3.205904391
13.346,-3.205439425
13.347,-3.205274198
13.348,-3.205708293
13.349,-3.205543071
13.35,-3.205752378
13.351,-3.206111444
13.352,-3.206021119
13.353,-3.206155459
13.354,-3.207338076
13.355,-3.207397424
13.356,-3.205360485
13.357,-3.206093727
13.358,-3.206377723
13.359,-3.206062874
13.36,-3.204775092
13.361,-3.20446041
13.362,-3.205268278
13.363,-3.205252918
13.364,-3.205162738
13.365,-3.203576238
13.366,-3.203486197
13.367,-3.20190006
13.368,-3.201959758
13.369,-3.202019447
13.37,-3.202827014
13.371,-3.202064014
13.372,-3.20219846
13.373,-3.202183341
13.374,-3.201869159
13.375,-3.199910287
13.376,-3.198325484
13.377,-3.198011661
13.378,-3.196576725
13.379,-3.194544096
13.38,-3.194679022
13.381,-3.194739202
13.382,-3.195247702
13.383,-3.196129707
13.384,-3.196413896
13.385,-3.196922157
13.386,-3.197131546
13.387,-3.195548252
13.388,-3.193741131
13.389,-3.193502614
13.39,-3.193562841
13.391,-3.194593787
13.392,-3.195176585
13.393,-3.194863372
13.394,-3.192982456
13.395,-3.191325769
13.396,-3.191311488
13.397,-3.192789969
13.398,-3.192700948
13.399,-3.193955224
13.4,-3.193493023
13.401,-3.193478585
13.402,-3.193314929
13.403,-3.193598926
13.404,-3.194330474
13.405,-3.194539758
13.406,-3.194898188
13.407,-3.194734487
13.408,-3.194719964
13.409,-3.194556301
13.41,-3.195511148
13.411,-3.19542201
13.412,-3.193767241
13.413,-3.191739973
13.414,-3.19127842
13.415,-3.192158617
13.416,-3.192666021
13.417,-3.192800715
13.418,-3.192413742
13.419,-3.194038748
13.42,-3.19387527
13.421,-3.192221726
13.422,-3.192430902
13.423,-3.193012515
13.424,-3.19292365
13.425,-3.194547892
13.426,-3.194905787
13.427,-3.195487042
13.428,-3.195472485
13.429,-3.19568131
13.43,-3.195592287
13.431,-3.19676891
13.432,-3.196754262
13.433,-3.197260682
13.434,-3.197394864
13.435,-3.1974546
13.436,-3.197067798
13.437,-3.19764846
13.438,-3.198303445
13.439,-3.198511905
13.44,-3.196637155
13.441,-3.197143282
13.442,-3.197574946
13.443,-3.197411485
13.444,-3.198586835
13.445,-3.198943924
13.446,-3.198854763
13.447,-3.199211779
13.448,-3.199568741
13.449,-3.200148699
13.45,-3.200059475
13.451,-3.200787987
13.452,-3.200847395
13.453,-3.202467668
13.454,-3.202526942
13.455,-3.200951249
13.456,-3.201233559
13.457,-3.201590132
13.458,-3.203209748
13.459,-3.20141159
13.46,-3.201545205
13.461,-3.201381667
13.462,-3.202332318
13.463,-3.202317291
13.464,-3.202525065
13.465,-3.20347542
13.466,-3.202049454
13.467,-3.202702703
13.468,-3.203578588
13.469,-3.204231626
13.47,-3.204587633
13.471,-3.203533254
13.472,-3.203518147
13.473,-3.203503043
13.474,-3.204823748
13.475,-3.205031167
13.476,-3.205683758
13.477,-3.205965277
13.478,-3.207211217
13.479,-3.206973294
13.48,-3.205177657
13.481,-3.20568165
13.482,-3.205666395
13.483,-3.20594779
13.484,-3.204523545
13.485,-3.202506303
13.486,-3.20048936
13.487,-3.198769276
13.488,-3.198754541
13.489,-3.199036323
13.49,-3.199540434
13.491,-3.199599763
13.492,-3.199807307
13.493,-3.200607677
13.494,-3.200518711
13.495,-3.201096621
13.496,-3.201600356
13.497,-3.20143725
13.498,-3.199940736
13.499,-3.200074074
13.5,-3.198577883
13.501,-3.196933788
13.502,-3.195289936
13.503,-3.194831161
13.504,-3.194890781
13.505,-3.193839775
13.506,-3.19338121
13.507,-3.193588984
13.508,-3.194536975
13.509,-3.194374537
13.51,-3.194656206
13.511,-3.194789816
13.512,-3.194849404
13.513,-3.194612994
13.514,-3.194746578
13.515,-3.195472033
13.516,-3.195457572
13.517,-3.19418553
13.518,-3.193061617
13.519,-3.193713018
13.52,-3.193402855
13.521,-3.192575063
13.522,-3.193448199
13.523,-3.193803608
13.524,-3.194085028
13.525,-3.193035635
13.526,-3.194352037
13.527,-3.194411591
13.528,-3.196023357
13.529,-3.196452328
13.53,-3.197841992
13.531,-3.197901271
13.532,-3.198477795
13.533,-3.198537018
13.534,-3.198448467
13.535,-3.1990987
13.536,-3.19901012
13.537,-3.199217019
13.538,-3.199128444
13.539,-3.199039882
13.54,-3.197474337
13.541,-3.195761335
13.542,-3.19641143
13.543,-3.196618429
13.544,-3.197563677
13.545,-3.197622915
13.546,-3.197534509
13.547,-3.198110422
13.548,-3.198169607
13.549,-3.198450185
13.55,-3.198730721
13.551,-3.198863636
13.552,-3.197889766
13.553,-3.197284934
13.554,-3.197934342
13.555,-3.19791974
13.556,-3.197757616
13.557,-3.198480602
13.558,-3.198539715
13.559,-3.196828909
13.56,-3.197183099
